,n_comprobante,fecha,cliente,codigo,cantidad,descripcion,p_unitario,iva,precio_final
24703,B 0003- 00191187,22/04/2023,Cliente: Consumidor Final (1),6683,1,Cepita Naranja 300cc,170.0,21.0,170.0
24704,B 0003- 00191188,22/04/2023,Cliente: Consumidor Final (1),899,1,Coca Cola 1500 cc,580.0,21.0,580.0
24705,B 0003- 00191189,22/04/2023,Cliente: Consumidor Final (1),9540851,1,Cadbury 3 sueños 82 grs,630.0,21.0,630.0
24706,B 0003- 00191189,22/04/2023,Cliente: Consumidor Final (1),3021,1,"sanguche milanesa jamon, queso casero",700.0,21.0,700.0
24707,B 0003- 00191190,22/04/2023,Cliente: Consumidor Final (1),3651,1,Philip Morris Caps Box,620.0,21.0,620.0
24708,B 0003- 00191191,22/04/2023,Cliente: Consumidor Final (1),3527,1,Mini bic,260.0,21.0,260.0
24709,B 0003- 00191191,22/04/2023,Cliente: Consumidor Final (1),7894591,1,chesterfield ks 20,460.0,21.0,460.0
24710,B 0003- 00191192,22/04/2023,Cliente: Consumidor Final (1),7791330,1,Pico Dulce,50.0,21.0,50.0
24711,B 0003- 00191192,22/04/2023,Cliente: Consumidor Final (1),3558,1,Yummy Dino,90.0,0.0,90.0
24712,B 0003- 00191193,22/04/2023,Cliente: Consumidor Final (1),1689,1,Agua Villavicencio 1500cc,280.0,21.0,280.0
24713,B 0003- 00191194,22/04/2023,Cliente: Consumidor Final (1),9540914,1,Danica ketchup 220g,280.0,21.0,280.0
24714,B 0003- 00191194,22/04/2023,Cliente: Consumidor Final (1),1516,1,Triple Grande Migamax,540.0,21.0,540.0
24715,B 0003- 00191194,22/04/2023,Cliente: Consumidor Final (1),3503,2,Cafe doble o con leche,220.0,21.0,440.0
24716,B 0003- 00191195,22/04/2023,Cliente: Consumidor Final (1),172,1,Cofler Block x 110g,500.0,21.0,500.0
24717,B 0003- 00191195,22/04/2023,Cliente: Consumidor Final (1),3517,1,Encendedor Candela,130.0,21.0,130.0
24718,B 0003- 00191196,22/04/2023,Cliente: Consumidor Final (1),20,1,Marlboro 10,400.0,10.5,400.0
24719,B 0003- 00191197,22/04/2023,Cliente: Consumidor Final (1),9541085,1,cigarrillos pier mentolado 10box,160.0,21.0,160.0
24720,B 0003- 00191198,22/04/2023,Cliente: Consumidor Final (1),9540444,1,Brio Manzana 1.5l,200.0,21.0,200.0
24721,B 0003- 00191198,22/04/2023,Cliente: Consumidor Final (1),3503,1,Cafe doble o con leche,220.0,21.0,220.0
24722,B 0003- 00191198,22/04/2023,Cliente: Consumidor Final (1),3674,1,Mana leche,210.0,21.0,210.0
24723,B 0003- 00191199,22/04/2023,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,360.0,10.5,360.0
24724,B 0003- 00191200,22/04/2023,Cliente: Consumidor Final (1),1624,1,Coca Cola Zero x 500 cc,250.0,21.0,250.0
24725,B 0003- 00191200,22/04/2023,Cliente: Consumidor Final (1),1514,1,Triple Miga Chico Migamax,430.0,21.0,430.0
24726,B 0003- 00191201,22/04/2023,Cliente: Consumidor Final (1),6219,2,Pilas Duracell AAA X2,85.0,21.0,170.0
24727,B 0003- 00191202,22/04/2023,Cliente: Consumidor Final (1),172,1,Cofler Block x 110g,500.0,21.0,500.0
24728,B 0003- 00191202,22/04/2023,Cliente: Consumidor Final (1),7894086,1,Oreo clasica 117g,370.0,21.0,370.0
24729,B 0003- 00191202,22/04/2023,Cliente: Consumidor Final (1),974,2,yogur con cereal clasico serenisima,290.0,21.0,580.0
24730,B 0003- 00191203,22/04/2023,Cliente: Consumidor Final (1),6394,1,Liverpool,290.0,21.0,290.0
24731,B 0003- 00191204,22/04/2023,Cliente: QR Nico (21),9541005,2,corona lata 410cc,490.0,21.0,980.0
24732,B 0003- 00191205,22/04/2023,Cliente: Consumidor Final (1),7894037,2,Isenbeck litro,590.0,21.0,1180.0
24733,B 0003- 00191206,22/04/2023,Cliente: Agus (24),6298,1,kinder sorpresa x 2  varon,680.0,21.0,680.0
24734,B 0003- 00191207,22/04/2023,Cliente: Consumidor Final (1),9540937,2,Sin Culpa alfajor blanco,230.0,21.0,460.0
24735,B 0003- 00191207,22/04/2023,Cliente: Consumidor Final (1),7893432,1,Galletitas Mini Pitusas Chocolate 160 g,260.0,21.0,260.0
24736,B 0003- 00191207,22/04/2023,Cliente: Consumidor Final (1),3503,2,Cafe doble o con leche,220.0,21.0,440.0
24737,B 0003- 00191207,22/04/2023,Cliente: Consumidor Final (1),7894952,1,Pepsi zero 250 cc,180.0,21.0,180.0
24738,B 0003- 00191208,22/04/2023,Cliente: Consumidor Final (1),69,1,Tatin Triple Negro,145.0,21.0,145.0
24739,B 0003- 00191209,22/04/2023,Cliente: Consumidor Final (1),7894404,1,Rollos de cocina cartabella,430.0,21.0,430.0
24740,B 0003- 00191209,22/04/2023,Cliente: Consumidor Final (1),104,1,Dos Corazones,150.0,21.0,150.0
24741,B 0003- 00191210,22/04/2023,Cliente: Consumidor Final (1),1519,1,Pack x4 Triples Migamax,540.0,21.0,540.0
24742,B 0003- 00191210,22/04/2023,Cliente: Consumidor Final (1),7791709,1,Bandeja alfajor maicena casita dulce,540.0,21.0,540.0
24743,B 0003- 00191211,22/04/2023,Cliente: QR Nico (21),899,1,Coca Cola 1500 cc,580.0,21.0,580.0
24744,B 0003- 00191211,22/04/2023,Cliente: QR Nico (21),928,1,7up 1500 cc,480.0,21.0,480.0
24745,B 0003- 00191211,22/04/2023,Cliente: QR Nico (21),7894323,1,Pehuamar acanaladas 80grs,450.0,21.0,450.0
24746,B 0003- 00191211,22/04/2023,Cliente: QR Nico (21),7894127,1,Cheetos horneados 94g,640.0,21.0,640.0
24747,B 0003- 00191212,22/04/2023,Cliente: Consumidor Final (1),33,1,pastafrola membrillo/batata casita dulce,540.0,21.0,540.0
24748,B 0003- 00191212,22/04/2023,Cliente: Consumidor Final (1),3502,1,Cafe jarra,200.0,21.0,200.0
24749,B 0003- 00191212,22/04/2023,Cliente: Consumidor Final (1),3503,2,Cafe doble o con leche,220.0,21.0,440.0
24750,B 0003- 00191212,22/04/2023,Cliente: Consumidor Final (1),2,1,Cigarrillos Suelto lucky,30.0,21.0,30.0
24751,B 0003- 00191213,22/04/2023,Cliente: Consumidor Final (1),899,1,Coca Cola 1500 cc,580.0,21.0,580.0
24752,B 0003- 00191214,22/04/2023,Cliente: Consumidor Final (1),104,1,Dos Corazones,150.0,21.0,150.0
24753,B 0003- 00191215,22/04/2023,Cliente: Consumidor Final (1),7894679,1,Lays clasicas 45grs,340.0,21.0,340.0
24754,B 0003- 00191216,22/04/2023,Cliente: Consumidor Final (1),6262,1,Coca Cola Lata 310 cc,210.0,21.0,210.0
24755,B 0003- 00191216,22/04/2023,Cliente: Consumidor Final (1),7894998,1,Milka Mousse Chocolate galletitas,295.0,21.0,295.0
24756,B 0003- 00191217,22/04/2023,Cliente: Consumidor Final (1),9540393,1,El Naufrago Malbec 750ml,850.0,21.0,850.0
24757,B 0003- 00191218,22/04/2023,Cliente: Consumidor Final (1),20,1,Marlboro 10,400.0,10.5,400.0
24758,B 0003- 00191219,22/04/2023,Cliente: Consumidor Final (1),9540937,1,Sin Culpa alfajor blanco,230.0,21.0,230.0
24759,B 0003- 00191219,22/04/2023,Cliente: Consumidor Final (1),9540937,1,Sin Culpa alfajor blanco,230.0,21.0,230.0
24760,B 0003- 00191220,22/04/2023,Cliente: Consumidor Final (1),1519,2,Pack x4 Triples Migamax,540.0,21.0,1080.0
24761,B 0003- 00191220,22/04/2023,Cliente: Consumidor Final (1),1521,1,Carlitos Migamax,700.0,21.0,700.0
24762,B 0003- 00191220,22/04/2023,Cliente: Consumidor Final (1),3503,5,Cafe doble o con leche,220.0,21.0,1100.0
24763,B 0003- 00191220,22/04/2023,Cliente: Consumidor Final (1),1,30,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,300.0
24764,B 0003- 00191220,22/04/2023,Cliente: Consumidor Final (1),899,1,Coca Cola 1500 cc,580.0,21.0,580.0
24765,B 0003- 00191221,22/04/2023,Cliente: QR Nico (21),7893966,1,Menthoplus acido naranja,130.0,21.0,130.0
24766,B 0003- 00191221,22/04/2023,Cliente: QR Nico (21),3012,3,EMPANADAS X 2,360.0,21.0,1080.0
24767,B 0003- 00191221,22/04/2023,Cliente: QR Nico (21),6407,1,Coca Cola 2.25cc,795.0,21.0,795.0
24768,B 0003- 00191221,22/04/2023,Cliente: QR Nico (21),255,1,mentoplus menta,110.0,21.0,110.0
24769,B 0003- 00191221,22/04/2023,Cliente: QR Nico (21),3611,1,Hogareñas Salvado 200g,240.0,21.0,240.0
24770,B 0003- 00191221,22/04/2023,Cliente: QR Nico (21),7894912,1,SALVADO FARGO 350G,790.0,21.0,790.0
24771,B 0003- 00191221,22/04/2023,Cliente: QR Nico (21),222,2,Queso Rallado La Serenisima 35g,285.0,21.0,570.0
24772,B 0003- 00191221,22/04/2023,Cliente: QR Nico (21),33,1,pastafrola membrillo/batata casita dulce,540.0,21.0,540.0
24773,B 0003- 00191222,22/04/2023,Cliente: Consumidor Final (1),6754,1,Villa del Sur 600cc,200.0,21.0,200.0
24774,B 0003- 00191222,22/04/2023,Cliente: Consumidor Final (1),3517,1,Encendedor Candela,130.0,21.0,130.0
24775,B 0003- 00191222,22/04/2023,Cliente: Consumidor Final (1),7791402,1,Yummy animalitos,90.0,21.0,90.0
24776,B 0003- 00191223,22/04/2023,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,620.0,21.0,620.0
24777,B 0003- 00191224,22/04/2023,Cliente: Consumidor Final (1),7895179,1,CIGARRILOS PIER BOX,280.0,21.0,280.0
24778,B 0003- 00191225,22/04/2023,Cliente: Consumidor Final (1),3502,1,Cafe jarra,200.0,21.0,200.0
24779,B 0003- 00191225,22/04/2023,Cliente: Consumidor Final (1),3505,1,Medialuna/Bizcocho,120.0,21.0,120.0
24780,B 0003- 00191226,22/04/2023,Cliente: Consumidor Final (1),3502,2,Cafe jarra,200.0,21.0,400.0
24781,B 0003- 00191227,22/04/2023,Cliente: Consumidor Final (1),7898316,1,Menthoplus Strong,110.0,21.0,110.0
24782,B 0003- 00191228,22/04/2023,Cliente: Consumidor Final (1),23,1,Parliament Box,760.0,10.5,760.0
24783,B 0003- 00191229,22/04/2023,Cliente: Billetera (23),7791709,1,Bandeja alfajor maicena casita dulce,540.0,21.0,540.0
24784,B 0003- 00191230,22/04/2023,Cliente: Consumidor Final (1),9540411,1,Pier Box Mentolado,290.0,21.0,290.0
24785,B 0003- 00191230,22/04/2023,Cliente: Consumidor Final (1),3517,1,Encendedor Candela,130.0,21.0,130.0
24786,B 0003- 00191231,22/04/2023,Cliente: Consumidor Final (1),3012,1,EMPANADAS X 2,360.0,21.0,360.0
24787,B 0003- 00191232,22/04/2023,Cliente: Consumidor Final (1),13,1,Philip Morris 10,360.0,10.5,360.0
24788,B 0003- 00191233,22/04/2023,Cliente: Consumidor Final (1),7893720,1,Carbon Loeones,590.0,21.0,590.0
24789,B 0003- 00191234,22/04/2023,Cliente: QR Nico (21),903,1,coca cola retornable 2000,550.0,21.0,550.0
24790,B 0003- 00191234,22/04/2023,Cliente: QR Nico (21),113,1,Chocolate Shot 35g,190.0,21.0,190.0
24791,B 0003- 00191235,22/04/2023,Cliente: Consumidor Final (1),30,1,Lucky Strike Box,620.0,10.5,620.0
24792,B 0003- 00191236,22/04/2023,Cliente: Consumidor Final (1),3544,1,Gatorade Manzana 500cc,390.0,21.0,390.0
24793,B 0003- 00191237,22/04/2023,Cliente: Consumidor Final (1),6467,1,Gatorade Limon 500ml,390.0,21.0,390.0
24794,B 0003- 00191238,22/04/2023,Cliente: Consumidor Final (1),7893899,2,Marlboro fusion blast box,630.0,21.0,1260.0
24795,B 0003- 00191239,22/04/2023,Cliente: Consumidor Final (1),127,1,Halls cherry,130.0,21.0,130.0
24796,B 0003- 00191240,22/04/2023,Cliente: Consumidor Final (1),7895179,1,CIGARRILOS PIER BOX,280.0,21.0,280.0
24797,B 0003- 00191241,22/04/2023,Cliente: QR Nico (21),896,1,Coca Cola 500cc,250.0,21.0,250.0
24798,B 0003- 00191241,22/04/2023,Cliente: QR Nico (21),9541005,2,corona lata 410cc,490.0,21.0,980.0
24799,B 0003- 00191241,22/04/2023,Cliente: QR Nico (21),1512,1,Pebete Salame y Queso Migamax,430.0,21.0,430.0
24800,B 0003- 00191242,22/04/2023,Cliente: Consumidor Final (1),6057,1,OCB negros,240.0,21.0,240.0
24801,B 0003- 00191242,22/04/2023,Cliente: Consumidor Final (1),1593,2,Mogul Tiburoncitos,100.0,21.0,200.0
24802,B 0003- 00191242,22/04/2023,Cliente: Consumidor Final (1),7893417,2,Stella Artois lata 473 cm,510.0,21.0,1020.0
24803,B 0003- 00191242,22/04/2023,Cliente: Consumidor Final (1),7893692,1,Curitas elasticas paquete,180.0,21.0,180.0
24804,B 0003- 00191242,22/04/2023,Cliente: Consumidor Final (1),7894591,1,chesterfield ks 20,460.0,21.0,460.0
24805,B 0003- 00191243,22/04/2023,Cliente: Consumidor Final (1),6057,1,OCB negros,240.0,21.0,240.0
24806,B 0003- 00191244,22/04/2023,Cliente: Consumidor Final (1),1516,1,Triple Grande Migamax,540.0,21.0,540.0
24807,B 0003- 00191245,22/04/2023,Cliente: Billetera (23),6191,1,Pepsi 2L Retornable,460.0,21.0,460.0
24808,B 0003- 00191245,22/04/2023,Cliente: Billetera (23),76,1,Alfajor bon o bon x 3,260.0,21.0,260.0
24809,B 0003- 00191246,22/04/2023,Cliente: Consumidor Final (1),3666,1,Speed Chico 250cc,310.0,21.0,310.0
24810,B 0003- 00191247,22/04/2023,Cliente: Billetera (23),128,2,CERVEZA SANTA FE LITRO,600.0,21.0,1200.0
24811,B 0003- 00191248,22/04/2023,Cliente: QR Nico (21),7895038,2,Andes 1 Litro Rubia,750.0,21.0,1500.0
24812,B 0003- 00191248,22/04/2023,Cliente: QR Nico (21),9540656,1,Mani Con Cascara 200gr el buho,370.0,21.0,370.0
24813,B 0003- 00191248,22/04/2023,Cliente: QR Nico (21),7894981,1,Palitos San Isidrio 150g Panceta,200.0,21.0,200.0
24814,B 0003- 00191248,22/04/2023,Cliente: QR Nico (21),900,1,Coca cola Zero 1500cc,580.0,21.0,580.0
24815,B 0003- 00191249,22/04/2023,Cliente: Consumidor Final (1),3651,1,Philip Morris Caps Box,620.0,21.0,620.0
24816,B 0003- 00191250,22/04/2023,Cliente: Consumidor Final (1),7895266,1,Queso rallado economico La Quesera,160.0,21.0,160.0
24817,B 0003- 00191251,22/04/2023,Cliente: Consumidor Final (1),9540440,1,Brio Naranja 1.5L,200.0,21.0,200.0
24818,B 0003- 00191252,22/04/2023,Cliente: Consumidor Final (1),9540411,2,Pier Box Mentolado,290.0,21.0,580.0
24819,B 0003- 00191253,22/04/2023,Cliente: Consumidor Final (1),7894758,1,soda social SIFON descartable,270.0,21.0,270.0
24820,B 0003- 00191254,22/04/2023,Cliente: Consumidor Final (1),7894932,2,rollitos mogul acidos,115.0,21.0,230.0
24821,B 0003- 00191255,22/04/2023,Cliente: Consumidor Final (1),6856,1,pure de tomate arcor 530g,260.0,21.0,260.0
24822,B 0003- 00191256,22/04/2023,Cliente: Consumidor Final (1),7898328,1,L&M LM red crafted box,490.0,21.0,490.0
24823,B 0003- 00191256,22/04/2023,Cliente: Consumidor Final (1),13,1,Philip Morris 10,360.0,10.5,360.0
24824,B 0003- 00191257,22/04/2023,Cliente: Consumidor Final (1),7895106,1,Patagonia Amber Lager lata 410c,460.0,21.0,460.0
24825,B 0003- 00191257,22/04/2023,Cliente: Consumidor Final (1),6518,1,topline 7 frutilla,150.0,21.0,150.0
24826,B 0003- 00191258,22/04/2023,Cliente: Consumidor Final (1),7894107,2,Schneider Lata 473ml,330.0,21.0,660.0
24827,B 0003- 00191259,22/04/2023,Cliente: Consumidor Final (1),7894758,1,soda social SIFON descartable,270.0,21.0,270.0
24828,B 0003- 00191259,22/04/2023,Cliente: Consumidor Final (1),7894768,1,Schweppes Pomelo zero 1500cc,580.0,21.0,580.0
24829,B 0003- 00191260,22/04/2023,Cliente: Consumidor Final (1),9540442,1,Rockstar 500ml,210.0,21.0,210.0
24830,B 0003- 00191261,22/04/2023,Cliente: Consumidor Final (1),7894107,1,Schneider Lata 473ml,330.0,21.0,330.0
24831,B 0003- 00191262,22/04/2023,Cliente: Consumidor Final (1),7893899,1,Marlboro fusion blast box,630.0,21.0,630.0
24832,B 0003- 00191263,22/04/2023,Cliente: QR Nico (21),6818,1,levite cero de pomelo 1.5,450.0,21.0,450.0
24833,B 0003- 00191263,22/04/2023,Cliente: QR Nico (21),303,1,Manitoon pizza 70g,170.0,21.0,170.0
24834,B 0003- 00191263,22/04/2023,Cliente: QR Nico (21),7894981,1,Palitos San Isidrio 150g Panceta,200.0,21.0,200.0
24835,B 0003- 00191264,22/04/2023,Cliente: Consumidor Final (1),7894033,2,Mantecol 64g,190.0,21.0,380.0
24836,B 0003- 00191264,22/04/2023,Cliente: Consumidor Final (1),7791346,1,Coca cola Zero 2L retornable,550.0,21.0,550.0
24837,B 0003- 00191264,22/04/2023,Cliente: Consumidor Final (1),7894932,1,rollitos mogul acidos,115.0,21.0,115.0
24838,B 0003- 00191265,22/04/2023,Cliente: Billetera (23),1032,1,pronto shake,370.0,21.0,370.0
24839,B 0003- 00191265,22/04/2023,Cliente: Billetera (23),903,1,coca cola retornable 2000,550.0,21.0,550.0
24840,B 0003- 00191266,22/04/2023,Cliente: Consumidor Final (1),3012,1,EMPANADAS X 2,360.0,21.0,360.0
24841,B 0003- 00191267,22/04/2023,Cliente: Consumidor Final (1),215,2,suelto economico (pier / liverpool),20.0,0.0,40.0
24842,B 0003- 00191268,22/04/2023,Cliente: Consumidor Final (1),898,1,Coca Cola 1250cc Retornable,425.0,21.0,425.0
24843,B 0003- 00191269,22/04/2023,Cliente: Consumidor Final (1),7893803,2,Imperial Amber Lager 1 L,710.0,21.0,1420.0
24844,B 0003- 00191269,22/04/2023,Cliente: Consumidor Final (1),6017,1,papas lays x 94 grs,640.0,21.0,640.0
24845,B 0003- 00191269,22/04/2023,Cliente: Consumidor Final (1),7791419,2,Heineken Ret x 1L,1010.0,21.0,2020.0
24846,B 0003- 00191270,22/04/2023,Cliente: Consumidor Final (1),7791481,2,Cerveza Imperial Lager,710.0,21.0,1420.0
24847,B 0003- 00191270,22/04/2023,Cliente: Consumidor Final (1),1571,1,tabaco las hojas premio sin adictivos 30g,860.0,21.0,860.0
24848,B 0003- 00191270,22/04/2023,Cliente: Consumidor Final (1),6057,1,OCB negros,240.0,21.0,240.0
24849,B 0003- 00191271,22/04/2023,Cliente: Consumidor Final (1),7791452,1,HIELO x 2 KG,320.0,21.0,320.0
24850,B 0003- 00191272,22/04/2023,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,360.0,21.0,360.0
24851,B 0003- 00191273,22/04/2023,Cliente: Consumidor Final (1),9541117,1,Quento queso cebolla y ciboulette,460.0,21.0,460.0
24852,B 0003- 00191273,22/04/2023,Cliente: Consumidor Final (1),54,1,Lenguitas Maria Lujan Savores Varios,250.0,21.0,250.0
24853,B 0003- 00191273,22/04/2023,Cliente: Consumidor Final (1),7893575,1,Lata Heineken 473 cm3,510.0,21.0,510.0
24854,B 0003- 00191273,22/04/2023,Cliente: Consumidor Final (1),7893494,1,Grolsch x 500ml,490.0,21.0,490.0
24855,B 0003- 00191274,22/04/2023,Cliente: Consumidor Final (1),9541033,1,beldent menta fuerte 3s,50.0,21.0,50.0
24856,B 0003- 00191275,22/04/2023,Cliente: QR Nico (21),6407,1,Coca Cola 2.25cc,795.0,21.0,795.0
24857,B 0003- 00191276,22/04/2023,Cliente: Consumidor Final (1),3010,1,EMPANADAS,190.0,21.0,190.0
24858,B 0003- 00191277,22/04/2023,Cliente: Consumidor Final (1),140,1,Andes Rubia lata 500,380.0,21.0,380.0
24859,B 0003- 00191277,22/04/2023,Cliente: Consumidor Final (1),1512,1,Pebete Salame y Queso Migamax,430.0,21.0,430.0
24860,B 0003- 00191278,22/04/2023,Cliente: Consumidor Final (1),908,1,Sprite Zero 1500cc,580.0,21.0,580.0
24861,B 0003- 00191279,22/04/2023,Cliente: Consumidor Final (1),6697,1,Cerealitas Clasicas 200g,360.0,21.0,360.0
24862,B 0003- 00191279,22/04/2023,Cliente: Consumidor Final (1),9541136,4,stella lata blanche premium 473cc,450.0,21.0,1800.0
24863,B 0003- 00191279,22/04/2023,Cliente: Consumidor Final (1),18,1,MARLBORO KS,620.0,10.5,620.0
24864,B 0003- 00191279,22/04/2023,Cliente: Consumidor Final (1),7894157,2,Cabsha bocadito,90.0,21.0,180.0
24865,B 0003- 00191280,22/04/2023,Cliente: Billetera (23),899,2,Coca Cola 1500 cc,580.0,21.0,1160.0
24866,B 0003- 00191280,22/04/2023,Cliente: Billetera (23),7894535,1,Fernet  branca 750 ml,2900.0,21.0,2900.0
24867,B 0003- 00191281,22/04/2023,Cliente: Consumidor Final (1),921,1,kit kat 41.5 grs,235.0,21.0,235.0
24868,B 0003- 00191282,22/04/2023,Cliente: Consumidor Final (1),7895179,1,CIGARRILOS PIER BOX,280.0,21.0,280.0
24869,B 0003- 00191283,22/04/2023,Cliente: Consumidor Final (1),7791419,2,Heineken Ret x 1L,1010.0,21.0,2020.0
24870,B 0003- 00191284,22/04/2023,Cliente: QR Nico (21),7893417,1,Stella Artois lata 473 cm,510.0,21.0,510.0
24871,B 0003- 00191284,22/04/2023,Cliente: QR Nico (21),3512,1,Topline 7 Menta,150.0,21.0,150.0
24872,B 0003- 00191284,22/04/2023,Cliente: QR Nico (21),6631,2,Andes IPA Lata 473cc,380.0,21.0,760.0
24873,B 0003- 00191285,22/04/2023,Cliente: Consumidor Final (1),7893417,2,Stella Artois lata 473 cm,510.0,21.0,1020.0
24874,B 0003- 00191285,22/04/2023,Cliente: Consumidor Final (1),244,1,prime tachas,630.0,21.0,630.0
24875,B 0003- 00191286,22/04/2023,Cliente: Consumidor Final (1),9540929,1,milka choco pause oreo 45g,210.0,21.0,210.0
24876,B 0003- 00191286,22/04/2023,Cliente: Consumidor Final (1),7895053,1,Milka blanco 55g,455.0,21.0,455.0
24877,B 0003- 00191287,22/04/2023,Cliente: Consumidor Final (1),65,1,PIZZA ESPECIAL/MUZZA/NAPO/CANTI/ROQUE,510.0,21.0,510.0
24878,B 0003- 00191287,22/04/2023,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,360.0,21.0,360.0
24879,B 0003- 00191288,22/04/2023,Cliente: Consumidor Final (1),65,1,PIZZA ESPECIAL/MUZZA/NAPO/CANTI/ROQUE,510.0,21.0,510.0
24880,B 0003- 00191289,22/04/2023,Cliente: Consumidor Final (1),903,1,coca cola retornable 2000,550.0,21.0,550.0
24881,B 0003- 00191290,22/04/2023,Cliente: Consumidor Final (1),7791481,2,Cerveza Imperial Lager,710.0,21.0,1420.0
24882,B 0003- 00191290,22/04/2023,Cliente: Consumidor Final (1),7893779,1,Pipas Gigantes,160.0,21.0,160.0
24883,B 0003- 00191291,22/04/2023,Cliente: Consumidor Final (1),7894921,2,Imperial IPA Lata 473cc,430.0,21.0,860.0
24884,B 0003- 00191292,22/04/2023,Cliente: Consumidor Final (1),9540487,1,Cunnington pomelo sin azucar 2.25L,350.0,21.0,350.0
24885,B 0003- 00191293,22/04/2023,Cliente: Consumidor Final (1),1,4,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,40.0
24886,B 0003- 00191293,22/04/2023,Cliente: Consumidor Final (1),7895050,1,Nesquik mix de cacoas 200ml,260.0,21.0,260.0
24887,B 0003- 00191294,22/04/2023,Cliente: Consumidor Final (1),9541102,1,Vino Toto Tinto,530.0,21.0,530.0
24888,B 0003- 00191295,22/04/2023,Cliente: Consumidor Final (1),3021,1,"sanguche milanesa jamon, queso casero",700.0,21.0,700.0
24889,B 0003- 00191295,22/04/2023,Cliente: Consumidor Final (1),908,1,Sprite Zero 1500cc,580.0,21.0,580.0
24890,B 0003- 00191296,22/04/2023,Cliente: Consumidor Final (1),3512,1,Topline 7 Menta,150.0,21.0,150.0
24891,B 0003- 00191297,22/04/2023,Cliente: QR Nico (21),9541162,1,Estancia Mendoza Chardonay Chenin,730.0,21.0,730.0
24892,B 0003- 00191297,22/04/2023,Cliente: QR Nico (21),7895187,1,Topline 7 Mentol,150.0,21.0,150.0
24893,B 0003- 00191298,22/04/2023,Cliente: Consumidor Final (1),7893692,1,Curitas elasticas paquete,180.0,21.0,180.0
24894,B 0003- 00191299,22/04/2023,Cliente: QR Nico (21),9540496,2,Amstel Lager 473,340.0,21.0,680.0
24895,B 0003- 00191300,22/04/2023,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,360.0,10.5,360.0
24896,B 0003- 00191301,22/04/2023,Cliente: Consumidor Final (1),9541106,1,alcohol primordial 250,210.0,0.0,210.0
24897,B 0003- 00191302,22/04/2023,Cliente: Billetera (23),7895050,1,Nesquik mix de cacoas 200ml,260.0,21.0,260.0
24898,B 0003- 00191302,22/04/2023,Cliente: Billetera (23),7894997,1,Milka Mousse galletitas,295.0,21.0,295.0
24899,B 0003- 00191303,22/04/2023,Cliente: Consumidor Final (1),903,2,coca cola retornable 2000,550.0,21.0,1100.0
