,n_comprobante,fecha,cliente,codigo,cantidad,descripcion,p_unitario,iva,precio_final,rubro
23520,B 0003- 00190453,2023-04-17,Cliente: Consumidor Final (1),20,1,Marlboro 10,400.0,10.5,400.0,cigarrillos
23521,B 0003- 00190454,2023-04-17,Cliente: Consumidor Final (1),1689,2,Agua Villavicencio 1500cc,280.0,21.0,560.0,levite (310)
23522,B 0003- 00190455,2023-04-17,Cliente: Consumidor Final (1),20,1,Marlboro 10,400.0,10.5,400.0,cigarrillos
23523,B 0003- 00190456,2023-04-17,Cliente: Consumidor Final (1),7893486,1,Turron Nevares,50.0,21.0,50.0,golosinas
23524,B 0003- 00190457,2023-04-17,Cliente: Consumidor Final (1),1,10,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,100.0,caramelos (32)
23525,B 0003- 00190457,2023-04-17,Cliente: Consumidor Final (1),3504,1,Desayuno con 2 facturas/ 1 tostada,380.0,21.0,380.0,comida (30)
23526,B 0003- 00190457,2023-04-17,Cliente: Consumidor Final (1),3505,1,Medialuna/Bizcocho,120.0,21.0,120.0,9999
23527,B 0003- 00190458,2023-04-17,Cliente: Consumidor Final (1),9540957,2,Natural break almendras y chocolate,155.0,21.0,310.0,barras cereales (301)
23528,B 0003- 00190459,2023-04-17,Cliente: Consumidor Final (1),9540424,1,Pan Para Hamburguesas Bimbo,490.0,21.0,490.0,almacen (15)
23529,B 0003- 00190460,2023-04-17,Cliente: Consumidor Final (1),9541033,1,beldent menta fuerte 3s,50.0,21.0,50.0,chiclets (6)
23530,B 0003- 00190461,2023-04-17,Cliente: Consumidor Final (1),1683,1,Gatorade Naranja 500cc,390.0,21.0,390.0,pepsi (309)
23531,B 0003- 00190461,2023-04-17,Cliente: Consumidor Final (1),9541036,1,caldo knorr verdura x6 cubos 57g,150.0,21.0,150.0,almacen (15)
23532,B 0003- 00190462,2023-04-17,Cliente: Consumidor Final (1),3517,1,Encendedor Candela,130.0,21.0,130.0,encendedores (307)
23533,B 0003- 00190463,2023-04-17,Cliente: QR Nico (21),3021,1,"sanguche milanesa jamon, queso casero",700.0,21.0,700.0,9999
23534,B 0003- 00190463,2023-04-17,Cliente: QR Nico (21),2,3,Cigarrillos Suelto lucky,30.0,21.0,90.0,cigarrillos
23535,B 0003- 00190463,2023-04-17,Cliente: QR Nico (21),7791353,1,Beldent Menta Fuerte,130.0,21.0,130.0,chiclets (6)
23536,B 0003- 00190464,2023-04-17,Cliente: Consumidor Final (1),3508,1,Café para llevar,220.0,21.0,220.0,comida (30)
23537,B 0003- 00190465,2023-04-17,Cliente: Consumidor Final (1),6340,1,Philip Morris Caps 10,360.0,21.0,360.0,cigarrillos
23538,B 0003- 00190466,2023-04-17,Cliente: Consumidor Final (1),1,2,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,20.0,caramelos (32)
23539,B 0003- 00190467,2023-04-17,Cliente: Consumidor Final (1),7898328,2,L&M LM red crafted box,490.0,21.0,980.0,9999
23540,B 0003- 00190468,2023-04-17,Cliente: QR Nico (21),7894290,1,Billiken gomitas acidas,90.0,21.0,90.0,9999
23541,B 0003- 00190468,2023-04-17,Cliente: QR Nico (21),9541153,1,crowie original sin gluten 25g,140.0,21.0,140.0,9999
23542,B 0003- 00190468,2023-04-17,Cliente: QR Nico (21),57,1,Mogul Rollo,100.0,21.0,100.0,golosinas
23543,B 0003- 00190469,2023-04-17,Cliente: Consumidor Final (1),6202,1,7up 2L free Retornable,480.0,21.0,480.0,9999
23544,B 0003- 00190470,2023-04-17,Cliente: Consumidor Final (1),18,1,MARLBORO KS,620.0,10.5,620.0,cigarrillos
23545,B 0003- 00190471,2023-04-17,Cliente: Consumidor Final (1),1,10,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,100.0,caramelos (32)
23546,B 0003- 00190472,2023-04-17,Cliente: Consumidor Final (1),3511,1,Topline 7 Mandarina,130.0,21.0,130.0,chiclets (6)
23547,B 0003- 00190472,2023-04-17,Cliente: Consumidor Final (1),7893809,1,Menthoplus Acidos blackcherry,125.0,21.0,125.0,caramelos (32)
23548,B 0003- 00190473,2023-04-17,Cliente: Consumidor Final (1),903,1,coca cola retornable 2000,550.0,21.0,550.0,coca cola (308)
23549,B 0003- 00190474,2023-04-17,Cliente: Billetera (23),3520,2,Bananita Dolca grande 30g,190.0,21.0,380.0,golosinas
23550,B 0003- 00190474,2023-04-17,Cliente: Billetera (23),3021,1,"sanguche milanesa jamon, queso casero",700.0,21.0,700.0,9999
23551,B 0003- 00190474,2023-04-17,Cliente: Billetera (23),7894375,2,Monster ultra paradise,480.0,21.0,960.0,energizantes (314)
23552,B 0003- 00190475,2023-04-17,Cliente: Consumidor Final (1),9540444,1,Brio Manzana 1.5l,200.0,21.0,200.0,levite (310)
23553,B 0003- 00190476,2023-04-17,Cliente: Consumidor Final (1),6191,1,Pepsi 2L Retornable,460.0,21.0,460.0,pepsi (309)
23554,B 0003- 00190477,2023-04-17,Cliente: Consumidor Final (1),3021,1,"sanguche milanesa jamon, queso casero",700.0,21.0,700.0,9999
23555,B 0003- 00190478,2023-04-17,Cliente: Billetera (23),896,1,Coca Cola 500cc,250.0,21.0,250.0,coca cola (308)
23556,B 0003- 00190479,2023-04-17,Cliente: Consumidor Final (1),3651,1,Philip Morris Caps Box,620.0,21.0,620.0,cigarrillos
23557,B 0003- 00190480,2023-04-17,Cliente: Billetera (23),3021,1,"sanguche milanesa jamon, queso casero",700.0,21.0,700.0,9999
23558,B 0003- 00190480,2023-04-17,Cliente: Billetera (23),1672,1,Monster Mango Loco 473ml,480.0,21.0,480.0,energizantes (314)
23559,B 0003- 00190481,2023-04-17,Cliente: Consumidor Final (1),104,1,Dos Corazones,150.0,21.0,150.0,chocolates (4)
23560,B 0003- 00190481,2023-04-17,Cliente: Consumidor Final (1),8,1,Oblea Bon o Bon,90.0,21.0,90.0,golosinas
23561,B 0003- 00190481,2023-04-17,Cliente: Consumidor Final (1),7895050,1,Nesquik mix de cacoas 200ml,260.0,21.0,260.0,9999
23562,B 0003- 00190482,2023-04-17,Cliente: Consumidor Final (1),3021,2,"sanguche milanesa jamon, queso casero",700.0,21.0,1400.0,9999
23563,B 0003- 00190483,2023-04-17,Cliente: Consumidor Final (1),6795,1,cafe en saquito la virginia x 5grs,60.0,21.0,60.0,almacen (15)
23564,B 0003- 00190483,2023-04-17,Cliente: Consumidor Final (1),9540965,1,cafe saquito la virginia puro aroma 7gr,60.0,21.0,60.0,almacen (15)
23565,B 0003- 00190483,2023-04-17,Cliente: Consumidor Final (1),1018,2,preservativos tulipan clasico,390.0,21.0,780.0,preservativos (27)
23566,B 0003- 00190483,2023-04-17,Cliente: Consumidor Final (1),1589,1,TURRON ARCOR,60.0,21.0,60.0,golosinas
23567,B 0003- 00190484,2023-04-17,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,360.0,21.0,360.0,cigarrillos
23568,B 0003- 00190484,2023-04-17,Cliente: Consumidor Final (1),20,1,Marlboro 10,400.0,10.5,400.0,cigarrillos
23569,B 0003- 00190485,2023-04-17,Cliente: Consumidor Final (1),7895075,1,Levite Pomelo 500ml,200.0,21.0,200.0,levite (310)
23570,B 0003- 00190486,2023-04-17,Cliente: Billetera (23),7893612,1,Pan Lactal Liviano Bimbo,790.0,21.0,790.0,almacen (15)
23571,B 0003- 00190486,2023-04-17,Cliente: Billetera (23),9540805,4,Cereal Mix frutilla chocolate,155.0,21.0,620.0,barras cereales (301)
23572,B 0003- 00190487,2023-04-17,Cliente: Consumidor Final (1),3021,1,"sanguche milanesa jamon, queso casero",700.0,21.0,700.0,9999
23573,B 0003- 00190488,2023-04-17,Cliente: Consumidor Final (1),3021,1,"sanguche milanesa jamon, queso casero",700.0,21.0,700.0,9999
23574,B 0003- 00190489,2023-04-17,Cliente: Consumidor Final (1),40,4,actron 600 unidad,180.0,21.0,720.0,perfumeria (16)
23575,B 0003- 00190490,2023-04-17,Cliente: Consumidor Final (1),100,1,Alfajor Fantoche Triple Blanco,170.0,21.0,170.0,alfajores (5)
23576,B 0003- 00190491,2023-04-17,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,360.0,21.0,360.0,cigarrillos
23577,B 0003- 00190491,2023-04-17,Cliente: Consumidor Final (1),7893486,2,Turron Nevares,50.0,21.0,100.0,golosinas
23578,B 0003- 00190492,2023-04-17,Cliente: Consumidor Final (1),3021,1,"sanguche milanesa jamon, queso casero",700.0,21.0,700.0,9999
23579,B 0003- 00190492,2023-04-17,Cliente: Consumidor Final (1),7894501,1,Pepsi lata,170.0,21.0,170.0,pepsi (309)
23580,B 0003- 00190493,2023-04-17,Cliente: Consumidor Final (1),923,1,Brio Pomelo 1.5,200.0,21.0,200.0,levite (310)
23581,B 0003- 00190494,2023-04-17,Cliente: Consumidor Final (1),943,1,Levite Pera 1500cc,450.0,21.0,450.0,levite (310)
23582,B 0003- 00190495,2023-04-17,Cliente: Consumidor Final (1),1514,1,Triple Miga Chico Migamax,430.0,21.0,430.0,sandwich (1.500)
23583,B 0003- 00190496,2023-04-17,Cliente: Consumidor Final (1),7791353,1,Beldent Menta Fuerte,130.0,21.0,130.0,chiclets (6)
23584,B 0003- 00190497,2023-04-17,Cliente: Consumidor Final (1),2,1,Cigarrillos Suelto lucky,30.0,21.0,30.0,cigarrillos
23585,B 0003- 00190498,2023-04-17,Cliente: Consumidor Final (1),7894929,1,arroz mocovi x 500 grs,335.0,21.0,335.0,9999
23586,B 0003- 00190499,2023-04-17,Cliente: Consumidor Final (1),7893853,1,La yapa 17g,75.0,21.0,75.0,golosinas
23587,B 0003- 00190499,2023-04-17,Cliente: Consumidor Final (1),3520,1,Bananita Dolca grande 30g,190.0,21.0,190.0,golosinas
23588,B 0003- 00190500,2023-04-17,Cliente: QR Nico (21),3544,1,Gatorade Manzana 500cc,390.0,21.0,390.0,pepsi (309)
23589,B 0003- 00190500,2023-04-17,Cliente: QR Nico (21),9540957,1,Natural break almendras y chocolate,155.0,21.0,155.0,barras cereales (301)
23590,B 0003- 00190501,2023-04-17,Cliente: Consumidor Final (1),6382,1,halls menta,130.0,21.0,130.0,caramelos (32)
23591,B 0003- 00190502,2023-04-17,Cliente: Consumidor Final (1),9540444,1,Brio Manzana 1.5l,200.0,21.0,200.0,levite (310)
23592,B 0003- 00190503,2023-04-17,Cliente: Consumidor Final (1),7894730,1,7UP 250 cc,180.0,21.0,180.0,pepsi (309)
23593,B 0003- 00190504,2023-04-17,Cliente: Consumidor Final (1),9540504,1,Macucas Chocolate 110g,230.0,21.0,230.0,galletitas (9)
23594,B 0003- 00190505,2023-04-17,Cliente: Consumidor Final (1),9540518,1,Mana rellenas frutilla 152g,240.0,21.0,240.0,galletitas (9)
23595,B 0003- 00190506,2023-04-17,Cliente: Consumidor Final (1),7895179,1,CIGARRILOS PIER BOX,280.0,21.0,280.0,cigarrillos
23596,B 0003- 00190507,2023-04-17,Cliente: Consumidor Final (1),7791534,1,Guaymallen simple blanco,65.0,21.0,65.0,9999
23597,B 0003- 00190507,2023-04-17,Cliente: Consumidor Final (1),7894501,1,Pepsi lata,170.0,21.0,170.0,pepsi (309)
23598,B 0003- 00190508,2023-04-17,Cliente: Billetera (23),7791428,1,papel higienico felpita  x 4,470.0,21.0,470.0,perfumeria (16)
23599,B 0003- 00190508,2023-04-17,Cliente: Billetera (23),7893711,1,energizante monster 473 cc,480.0,21.0,480.0,energizantes (314)
23600,B 0003- 00190509,2023-04-17,Cliente: Consumidor Final (1),10,1,Rocklets  40g,230.0,21.0,230.0,chocolates (4)
23601,B 0003- 00190510,2023-04-17,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,360.0,21.0,360.0,cigarrillos
23602,B 0003- 00190511,2023-04-17,Cliente: Billetera (23),1514,1,Triple Miga Chico Migamax,430.0,21.0,430.0,sandwich (1.500)
23603,B 0003- 00190511,2023-04-17,Cliente: Billetera (23),1512,1,Pebete Salame y Queso Migamax,430.0,21.0,430.0,sandwich (1.500)
23604,B 0003- 00190511,2023-04-17,Cliente: Billetera (23),95,1,MILKA MOOSE X3.,280.0,21.0,280.0,alfajores (5)
23605,B 0003- 00190512,2023-04-17,Cliente: Billetera (23),9540631,2,pimenta negra molida Alicante 25g,140.0,21.0,280.0,almacen (15)
23606,B 0003- 00190513,2023-04-17,Cliente: Consumidor Final (1),7895179,1,CIGARRILOS PIER BOX,280.0,21.0,280.0,cigarrillos
23607,B 0003- 00190514,2023-04-17,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,360.0,21.0,360.0,cigarrillos
23608,B 0003- 00190515,2023-04-17,Cliente: Billetera (23),3502,1,Cafe jarra,200.0,21.0,200.0,comida (30)
23609,B 0003- 00190515,2023-04-17,Cliente: Billetera (23),100,2,Alfajor Fantoche Triple Blanco,170.0,21.0,340.0,alfajores (5)
23610,B 0003- 00190515,2023-04-17,Cliente: Billetera (23),7894195,1,Pepsi zero lata,170.0,21.0,170.0,pepsi (309)
23611,B 0003- 00190516,2023-04-17,Cliente: Billetera (23),6262,1,Coca Cola Lata 310 cc,210.0,21.0,210.0,coca cola (308)
23612,B 0003- 00190517,2023-04-17,Cliente: Consumidor Final (1),6262,1,Coca Cola Lata 310 cc,210.0,21.0,210.0,coca cola (308)
23613,B 0003- 00190518,2023-04-17,Cliente: Consumidor Final (1),6074,1,Doritos 85g,650.0,21.0,650.0,lays (24)
23614,B 0003- 00190519,2023-04-17,Cliente: Consumidor Final (1),9541033,2,beldent menta fuerte 3s,50.0,21.0,100.0,chiclets (6)
23615,B 0003- 00190520,2023-04-17,Cliente: Consumidor Final (1),7791558,1,TE La Virginia x 25 Saquitos,130.0,21.0,130.0,mata moscas y mosquitos
23616,B 0003- 00190520,2023-04-17,Cliente: Consumidor Final (1),8,1,Oblea Bon o Bon,90.0,21.0,90.0,golosinas
23617,B 0003- 00190521,2023-04-17,Cliente: Consumidor Final (1),195,1,Cereal Mix Yoghurt Frutilla Light,150.0,21.0,150.0,barras cereales (301)
23618,B 0003- 00190521,2023-04-17,Cliente: Consumidor Final (1),9540911,1,tostada de arroz leiva 150g,280.0,21.0,280.0,almacen (15)
23619,B 0003- 00190522,2023-04-17,Cliente: Consumidor Final (1),3502,1,Cafe jarra,200.0,21.0,200.0,comida (30)
23620,B 0003- 00190523,2023-04-17,Cliente: Consumidor Final (1),21,1,Philip Morris KS,550.0,10.5,550.0,cigarrillos
23621,B 0003- 00190524,2023-04-17,Cliente: Consumidor Final (1),903,1,coca cola retornable 2000,550.0,21.0,550.0,coca cola (308)
23622,B 0003- 00190525,2023-04-17,Cliente: Consumidor Final (1),3503,3,Cafe doble o con leche,220.0,21.0,660.0,comida (30)
23623,B 0003- 00190525,2023-04-17,Cliente: Consumidor Final (1),1518,1,Bandeja x12 simples Migamax,620.0,21.0,620.0,sandwich (1.500)
23624,B 0003- 00190526,2023-04-17,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,620.0,21.0,620.0,cigarrillos
23625,B 0003- 00190526,2023-04-17,Cliente: Consumidor Final (1),21,1,Philip Morris KS,550.0,10.5,550.0,cigarrillos
23626,B 0003- 00190527,2023-04-17,Cliente: Consumidor Final (1),195,1,Cereal Mix Yoghurt Frutilla Light,150.0,21.0,150.0,barras cereales (301)
23627,B 0003- 00190527,2023-04-17,Cliente: Consumidor Final (1),9541120,1,Jugo del valle 200cc Multifruta,145.0,21.0,145.0,9999
23628,B 0003- 00190528,2023-04-17,Cliente: Consumidor Final (1),18,2,MARLBORO KS,620.0,10.5,1240.0,cigarrillos
23629,B 0003- 00190529,2023-04-17,Cliente: Consumidor Final (1),7894732,1,Terrabusi Variedad 390g,590.0,21.0,590.0,galletitas (9)
23630,B 0003- 00190530,2023-04-17,Cliente: Consumidor Final (1),7894921,1,Imperial IPA Lata 473cc,430.0,21.0,430.0,cervezas (26)
23631,B 0003- 00190530,2023-04-17,Cliente: Consumidor Final (1),910,1,Fanta 500 cc,240.0,21.0,240.0,coca cola (308)
23632,B 0003- 00190530,2023-04-17,Cliente: Consumidor Final (1),7894766,1,Cheetos 48 g,275.0,21.0,275.0,lays (24)
23633,B 0003- 00190531,2023-04-17,Cliente: QR Nico (21),65,1,PIZZA ESPECIAL/MUZZA/NAPO/CANTI/ROQUE,510.0,21.0,510.0,comida (30)
23634,B 0003- 00190531,2023-04-17,Cliente: QR Nico (21),7893417,1,Stella Artois lata 473 cm,510.0,21.0,510.0,quilmes (312)
23635,B 0003- 00190531,2023-04-17,Cliente: QR Nico (21),931,1,7UP Free 1.500cc,480.0,21.0,480.0,pepsi (309)
23636,B 0003- 00190532,2023-04-17,Cliente: Consumidor Final (1),7893780,1,mani pelado pehuamar x 85grs,450.0,21.0,450.0,lays (24)
23637,B 0003- 00190533,2023-04-17,Cliente: Consumidor Final (1),3021,1,"sanguche milanesa jamon, queso casero",700.0,21.0,700.0,9999
23638,B 0003- 00190534,2023-04-17,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,620.0,21.0,620.0,cigarrillos
23639,B 0003- 00190534,2023-04-17,Cliente: Consumidor Final (1),23,1,Parliament Box,760.0,10.5,760.0,cigarrillos
23640,B 0003- 00190535,2023-04-17,Cliente: Consumidor Final (1),3502,2,Cafe jarra,200.0,21.0,400.0,comida (30)
23641,B 0003- 00190536,2023-04-17,Cliente: Consumidor Final (1),7894758,1,soda social SIFON descartable,260.0,21.0,260.0,agua mineral (21)
23642,B 0003- 00190537,2023-04-17,Cliente: Consumidor Final (1),21,1,Philip Morris KS,550.0,10.5,550.0,cigarrillos
23643,B 0003- 00190538,2023-04-17,Cliente: Consumidor Final (1),9540712,1,chesterfild coral motion 20box,550.0,21.0,550.0,9999
23644,B 0003- 00190539,2023-04-17,Cliente: Consumidor Final (1),195,1,Cereal Mix Yoghurt Frutilla Light,150.0,21.0,150.0,barras cereales (301)
23645,B 0003- 00190540,2023-04-17,Cliente: Consumidor Final (1),6340,1,Philip Morris Caps 10,360.0,21.0,360.0,cigarrillos
23646,B 0003- 00190541,2023-04-17,Cliente: Consumidor Final (1),6114,1,Prime Retardante,630.0,21.0,630.0,preservativos (27)
23647,B 0003- 00190542,2023-04-17,Cliente: QR Nico (21),7791346,1,Coca cola Zero 2L retornable,550.0,21.0,550.0,coca cola (308)
23648,B 0003- 00190542,2023-04-17,Cliente: QR Nico (21),91,1,Alfajor Terrabusi Torta x3,280.0,21.0,280.0,alfajores (5)
23649,B 0003- 00190542,2023-04-17,Cliente: QR Nico (21),96,1,alfajor oreo trilogia,280.0,21.0,280.0,alfajores (5)
23650,B 0003- 00190542,2023-04-17,Cliente: QR Nico (21),6057,1,OCB negros,240.0,21.0,240.0,cigarrillos
23651,B 0003- 00190543,2023-04-17,Cliente: Consumidor Final (1),3651,1,Philip Morris Caps Box,620.0,21.0,620.0,cigarrillos
23652,B 0003- 00190543,2023-04-17,Cliente: Consumidor Final (1),21,1,Philip Morris KS,550.0,10.5,550.0,cigarrillos
23653,B 0003- 00190544,2023-04-17,Cliente: Consumidor Final (1),3511,1,Topline 7 Mandarina,130.0,21.0,130.0,chiclets (6)
23654,B 0003- 00190544,2023-04-17,Cliente: Consumidor Final (1),9540609,1,terrabusi dedalitos  500g,80.0,21.0,80.0,almacen (15)
23655,B 0003- 00190545,2023-04-17,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,360.0,10.5,360.0,cigarrillos
23656,B 0003- 00190545,2023-04-17,Cliente: Consumidor Final (1),76,1,Alfajor bon o bon x 3,240.0,21.0,240.0,alfajores (5)
23657,B 0003- 00190546,2023-04-17,Cliente: Consumidor Final (1),900,1,Coca cola Zero 1500cc,580.0,21.0,580.0,coca cola (308)
23658,B 0003- 00190547,2023-04-17,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,360.0,10.5,360.0,cigarrillos
23659,B 0003- 00190548,2023-04-17,Cliente: Consumidor Final (1),9540487,1,Cunnington pomelo sin azucar 2.25L,350.0,21.0,350.0,gaseosas (22)
23660,B 0003- 00190549,2023-04-17,Cliente: Consumidor Final (1),898,1,Coca Cola 1250cc Retornable,425.0,21.0,425.0,coca cola (308)
23661,B 0003- 00190550,2023-04-17,Cliente: Billetera (23),6191,2,Pepsi 2L Retornable,460.0,21.0,920.0,pepsi (309)
23662,B 0003- 00190550,2023-04-17,Cliente: Billetera (23),87,1,Alfajor Pepitos x 3,280.0,21.0,280.0,alfajores (5)
23663,B 0003- 00190550,2023-04-17,Cliente: Billetera (23),88,1,alfajor Trii Shot,280.0,21.0,280.0,alfajores (5)
23664,B 0003- 00190551,2023-04-17,Cliente: Consumidor Final (1),3535,1,crema de leche tremblay x 200 grs,420.0,21.0,420.0,lacteos (28)
23665,B 0003- 00190552,2023-04-17,Cliente: Consumidor Final (1),13,1,Philip Morris 10,360.0,10.5,360.0,cigarrillos
23666,B 0003- 00190552,2023-04-17,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,620.0,21.0,620.0,cigarrillos
23667,B 0003- 00190553,2023-04-17,Cliente: Consumidor Final (1),898,1,Coca Cola 1250cc Retornable,425.0,21.0,425.0,coca cola (308)
23668,B 0003- 00190554,2023-04-17,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,620.0,21.0,620.0,cigarrillos
23669,B 0003- 00190555,2023-04-17,Cliente: Consumidor Final (1),910,1,Fanta 500 cc,240.0,21.0,240.0,coca cola (308)
23670,B 0003- 00190556,2023-04-18,Cliente: Consumidor Final (1),6795,1,cafe en saquito la virginia x 5grs,60.0,21.0,60.0,almacen (15)
23671,B 0003- 00190557,2023-04-18,Cliente: Consumidor Final (1),7895050,1,Nesquik mix de cacoas 200ml,260.0,21.0,260.0,9999
23672,B 0003- 00190558,2023-04-18,Cliente: Consumidor Final (1),3509,1,Desayuno  para llevar con 2 facturas,400.0,21.0,400.0,comida (30)
23673,B 0003- 00190559,2023-04-18,Cliente: Consumidor Final (1),7893817,1,Playadito 500g,640.0,21.0,640.0,yerba (10)
23674,B 0003- 00190559,2023-04-18,Cliente: Consumidor Final (1),6305,1,azucar baity comun,490.0,21.0,490.0,almacen (15)
23675,B 0003- 00190559,2023-04-18,Cliente: Consumidor Final (1),2,2,Cigarrillos Suelto lucky,30.0,21.0,60.0,cigarrillos
23676,B 0003- 00190560,2023-04-18,Cliente: Consumidor Final (1),6766,1,Gatorade Blue 1250,740.0,21.0,740.0,pepsi (309)
23677,B 0003- 00190561,2023-04-18,Cliente: Consumidor Final (1),3508,1,Café para llevar,220.0,21.0,220.0,comida (30)
23678,B 0003- 00190562,2023-04-18,Cliente: Consumidor Final (1),3503,1,Cafe doble o con leche,220.0,21.0,220.0,comida (30)
23679,B 0003- 00190563,2023-04-18,Cliente: Consumidor Final (1),3505,8,Medialuna/Bizcocho,120.0,21.0,960.0,9999
23680,B 0003- 00190563,2023-04-18,Cliente: Consumidor Final (1),3502,1,Cafe jarra,200.0,21.0,200.0,comida (30)
23681,B 0003- 00190563,2023-04-18,Cliente: Consumidor Final (1),7894404,1,Rollos de cocina cartabella,430.0,21.0,430.0,almacen (15)
23682,B 0003- 00190564,2023-04-18,Cliente: Consumidor Final (1),983,3,Quilmes Lata 473cc,360.0,21.0,1080.0,quilmes (312)
23683,B 0003- 00190565,2023-04-18,Cliente: Consumidor Final (1),3505,2,Medialuna/Bizcocho,120.0,21.0,240.0,9999
23684,B 0003- 00190565,2023-04-18,Cliente: Consumidor Final (1),6057,1,OCB negros,240.0,21.0,240.0,cigarrillos
23685,B 0003- 00190566,2023-04-18,Cliente: Consumidor Final (1),3508,2,Café para llevar,240.0,21.0,480.0,comida (30)
23686,B 0003- 00190566,2023-04-18,Cliente: Consumidor Final (1),3505,2,Medialuna/Bizcocho,120.0,21.0,240.0,9999
23687,B 0003- 00190566,2023-04-18,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,620.0,21.0,620.0,cigarrillos
23688,B 0003- 00190567,2023-04-18,Cliente: Consumidor Final (1),9540440,1,Brio Naranja 1.5L,200.0,21.0,200.0,levite (310)
23689,B 0003- 00190567,2023-04-18,Cliente: Consumidor Final (1),888,1,Surtido Bagley 398g,620.0,21.0,620.0,galletitas (9)
23690,B 0003- 00190568,2023-04-18,Cliente: QR Nico (21),6584,1,Dulce de Leche Colonial 250g,450.0,21.0,450.0,9999
23691,B 0003- 00190568,2023-04-18,Cliente: QR Nico (21),6613,1,serranas 112g,130.0,21.0,130.0,9999
23692,B 0003- 00190569,2023-04-18,Cliente: Consumidor Final (1),99,1,Alfajor Fantoche Triple Chocolate,170.0,21.0,170.0,alfajores (5)
